"ID";"WijkenEnBuurten";"Gemeentenaam_1";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Bevolkingsdichtheid_33";"GemiddeldInkomenPerInwoner_66";"MeestVoorkomendePostcode_103"
"196";"BU04820307";"Alblasserdam                            ";"    1710";"     850";"     855";"     370";"     205";"     540";"     385";"     215";"   10591";"       .";"      2953"
"197";"WK048204  ";"Alblasserdam                            ";"    3665";"    1745";"    1920";"     680";"     435";"     680";"     855";"    1025";"    6862";"    23.4";"         ."
"198";"BU04820401";"Alblasserdam                            ";"    1270";"     615";"     655";"     200";"     130";"     220";"     305";"     420";"    7453";"       .";"      2951"
"199";"BU04820402";"Alblasserdam                            ";"    1650";"     805";"     840";"     370";"     225";"     350";"     400";"     315";"    8628";"       .";"      2951"
"200";"BU04820403";"Alblasserdam                            ";"     230";"     115";"     115";"      55";"      45";"      45";"      75";"      20";"    2017";"       .";"      2952"
"201";"BU04820404";"Alblasserdam                            ";"     510";"     205";"     305";"      60";"      35";"      70";"      75";"     275";"    9036";"       .";"      2951"
"202";"WK048205  ";"Alblasserdam                            ";"     100";"      55";"      45";"      30";"      15";"      35";"      25";"       5";"      46";"       .";"         ."
"203";"BU04820501";"Alblasserdam                            ";"      20";"      10";"      10";"      10";"       5";"       5";"       5";"       0";"      30";"       .";"      2952"
"204";"BU04820502";"Alblasserdam                            ";"      35";"      20";"      15";"      10";"      10";"      15";"       5";"       5";"     109";"       .";"      2952"
"205";"BU04820503";"Alblasserdam                            ";"      35";"      20";"      15";"      10";"       5";"      15";"      15";"       5";"      37";"       .";"      2952"
"206";"WK048206  ";"Alblasserdam                            ";"     105";"      50";"      50";"      15";"      25";"      20";"      30";"      20";"      32";"       .";"         ."
"207";"BU04820601";"Alblasserdam                            ";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       .";"       .";"      2954"
"208";"BU04820602";"Alblasserdam                            ";"      50";"      25";"      20";"      10";"      15";"      10";"      10";"      10";"      30";"       .";"      2954"
"209";"BU04820603";"Alblasserdam                            ";"      15";"       5";"       5";"       0";"       5";"       0";"      10";"       5";"      38";"       .";"      2954"
"210";"BU04820604";"Alblasserdam                            ";"      35";"      15";"      20";"       5";"       5";"      10";"      10";"       5";"     109";"       .";"      2952"
"211";"GM0613    ";"Albrandswaard                           ";"   25218";"   12499";"   12719";"    4655";"    2749";"    5794";"    7807";"    4213";"    1163";"    31.0";"         ."
"212";"WK061301  ";"Albrandswaard                           ";"    2665";"    1325";"    1340";"     445";"     365";"     525";"    1050";"     280";"    1171";"    34.8";"         ."
"213";"BU06130101";"Albrandswaard                           ";"    2415";"    1195";"    1215";"     425";"     340";"     490";"     945";"     215";"    2775";"       .";"      3176"
"214";"BU06130102";"Albrandswaard                           ";"      85";"      40";"      45";"      10";"       5";"      15";"      25";"      30";"     332";"       .";"      3176"
"215";"BU06130103";"Albrandswaard                           ";"      55";"      25";"      25";"       5";"      10";"       5";"      30";"      10";"    1515";"       .";"      3176"
"216";"BU06130104";"Albrandswaard                           ";"     105";"      55";"      50";"       5";"      15";"      15";"      50";"      25";"      98";"       .";"      3176"
"217";"WK061302  ";"Albrandswaard                           ";"    1865";"     915";"     950";"     270";"     190";"     400";"     700";"     315";"    1160";"       .";"         ."
"218";"BU06130205";"Albrandswaard                           ";"    1835";"     895";"     935";"     270";"     190";"     395";"     675";"     305";"    1736";"       .";"      3161"
"219";"BU06130207";"Albrandswaard                           ";"      30";"      15";"      15";"       0";"       0";"       0";"      20";"      10";"      58";"       .";"      3161"
"220";"WK061303  ";"Albrandswaard                           ";"    6980";"    3555";"    3425";"    1015";"     875";"    1455";"    2310";"    1325";"    1703";"    29.8";"         ."
"221";"BU06130308";"Albrandswaard                           ";"     960";"     460";"     500";"     165";"     100";"     215";"     280";"     200";"    3735";"       .";"      3171"
"222";"BU06130309";"Albrandswaard                           ";"    1925";"     935";"     985";"     305";"     290";"     325";"     690";"     315";"    5617";"       .";"      3171"
"223";"BU06130310";"Albrandswaard                           ";"     985";"     430";"     555";"     105";"      85";"     140";"     265";"     395";"    4405";"       .";"      3171"
"224";"BU06130311";"Albrandswaard                           ";"    2435";"    1230";"    1205";"     400";"     345";"     520";"     830";"     340";"    7509";"       .";"      3171"
"225";"BU06130312";"Albrandswaard                           ";"     610";"     460";"     145";"      30";"      50";"     250";"     225";"      60";"     349";"       .";"      3172"
"226";"BU06130313";"Albrandswaard                           ";"      60";"      30";"      30";"       5";"      10";"       5";"      25";"      15";"      52";"       .";"      3171"
"227";"WK061304  ";"Albrandswaard                           ";"    5985";"    2840";"    3145";"     975";"     510";"    1355";"    1620";"    1525";"    2501";"    31.2";"         ."
"228";"BU06130414";"Albrandswaard                           ";"    1405";"     705";"     700";"     175";"     115";"     285";"     425";"     405";"    4283";"       .";"      3161"
"229";"BU06130415";"Albrandswaard                           ";"    1295";"     595";"     695";"     220";"     125";"     230";"     350";"     375";"    4310";"       .";"      3161"
"230";"BU06130416";"Albrandswaard                           ";"     100";"      45";"      50";"      15";"      15";"      15";"      35";"      20";"     238";"       .";"      3161"
"231";"BU06130417";"Albrandswaard                           ";"     885";"     385";"     500";"     105";"      80";"     145";"     225";"     325";"    3633";"       .";"      3161"
"232";"BU06130418";"Albrandswaard                           ";"     995";"     475";"     515";"     255";"      65";"     390";"     205";"      85";"    2786";"       .";"      3161"
"233";"BU06130419";"Albrandswaard                           ";"    1150";"     550";"     600";"     190";"      85";"     275";"     310";"     295";"    4656";"       .";"      3161"
"234";"BU06130420";"Albrandswaard                           ";"     145";"      70";"      70";"      15";"      25";"      20";"      65";"      25";"     301";"       .";"      3161"
"235";"WK061305  ";"Albrandswaard                           ";"     250";"     125";"     120";"      25";"      45";"      30";"     115";"      40";"      26";"       .";"         ."
"236";"BU06130521";"Albrandswaard                           ";"       5";"       0";"       5";"       0";"       0";"       0";"       5";"       5";"       .";"       .";"      3162"
"237";"BU06130522";"Albrandswaard                           ";"     240";"     125";"     115";"      25";"      45";"      30";"     110";"      35";"      27";"       .";"      3161"
"238";"WK061306  ";"Albrandswaard                           ";"    7455";"    3730";"    3725";"    1930";"     760";"    2030";"    2010";"     725";"    7821";"    30.1";"         ."
"239";"BU06130623";"Albrandswaard                           ";"    2255";"    1150";"    1105";"     760";"     175";"     805";"     450";"      70";"    8327";"       .";"      3162"
"240";"BU06130624";"Albrandswaard                           ";"    1665";"     840";"     820";"     420";"     175";"     445";"     465";"     160";"    8283";"       .";"      3162"
"241";"BU06130625";"Albrandswaard                           ";"     120";"      60";"      55";"      30";"      15";"      30";"      40";"       5";"     813";"       .";"      3162"
